建,KIẾN,xây dựng,"Trước khi xây dựng nó,bạn phải viết(書) một vài thứ và vẽ ra một bản kế hoạch",20
物,VẬT,đồ vật,Bò (牛) và cáo đều là những vật sống,20
品,PHẨM,sản phẩm,Đây là thể hiện của ba sản phẩm,20
旅,LỮ,du lịch,Hai người đang đi du lịch   theo  hướng dẫn của một lá cờ.,20
通,THÔNG,"vượt qua, thay thế",Tôi vượt qua hàng rào để thay đổi,20
進,TIẾN,"lớn lên,tiến lên",Con chim đang lớn lên,20
丸,HOÀN,"cuộn,vặn",Tôi  cuộn người mình,21
熱,NHIỆT,hơi nóng,Tôi cuộn tròn chính mình để giữ hơi ấm thoát ra,21
冷,LÃNH,"lạnh,rét mướt",Một người run rẩy trong  gió. lạnh ,21
甘,CAM,"kẹo,ngọt",Kẹo mật ong ở trong một cái nồi.,21
汚,Ô,bẩn,Một người đang uống nước bẩn.,21
果,QUẢ,hoa quả,Nó là một cái cây(木) với hoa quả trên đó,21
卵,NOÃN,trứng,Hãy đập vớ quả trứng,21
皿,MÃNH,đĩa,Có một cái bánh ở trên đĩa,21
酒,TỬU,rượu,Nước tốt sẽ làm nên rượu tốt,21
塩,DIÊM,mặn,Thức ăn trên đĩa (皿) thì  mặn ,21
付,PHỤ,"thêm,đính kèm",Tôi  đính kèm  một vài thứ cho một người.,21
片,PHIẾN,một bên,Đây là  một bên  của một cây.,21
焼,THIÊU,đốt cháy,Tôi  đốt cháy  b&gt; ba mươi cái gậy.,21
消,TIÊU,"biến mất,không xuất hiện",Mặt trăng(月) không xuất hiện vào mùa đông.,21
固,CỐ,cứng,Các bức tường xung quanh một nhà thờ cũ (古) là rất  cứng  và chắc chắn.,21
個,CÁ,cá nhân,Mỗi cá nhân   có một niềm tin vững vàng (固),21
笑,TIẾU,cười,"Một người (人)đang  cười   ""Ke ke(ケケ)"".",22
泣,KHẤP,khóc,Một người đang đứng(立) và khóc,22
怒,NỘ,tức giận,Người phụ nữ(女) tức giận  với tôi.,22
幸,HẠNH,hạnh phúc,Tôi có nhiều yên(円) dưới đất(土).Tôi rất hạnh phúc,22
悲,BI,buồn,Trái tim tôi (心) thì  buồn  b&gt; vì chàng trai ở phía sau quầy bar.,22
苦,KHỔ,"chịu,đau khổ","Nếu bạn ăn măng tây cũ(古),bạn sẽ  chịu đau ",22
痛,THỐNG,sự đau đớn,Tôi vượt qua hàng rào của bệnh viện với sự  đau đớn,22
恥,SỈ,xấu hổ,Thật  là một sự  xấu hổ  nếu bạn không lắng nghe tiếng nói từ trái tim của bạn (心).,22
配,PHỐI,"đạt được,cung cấp",Một người quỳ xuống để  đạt được  b&gt;  lợi ích (酒).,22
困,KHỐN,rắc rối,Chúng tôi đang gặp  rắc rối  b&gt; vì có một cây lớn (木).,22
辛,TÂN,đau,Đứng (立)trên một cái sào thì rất là  đau,22
眠,MIÊN,ngủ,Một người(民) thì đang ngủ với đôi mắt(目) đã khép.,22
残,TÀN,còn lại,Ba (三) người chết (死) và chỉ có vũ khí của họ vẫn  còn lại  b&gt;,22
念,NIỆM,nghĩ,"Bây giờ(今) ,tôi đang nghĩ về bạn.",22
感,CẢM,đã cảm thấy,Tôi  cảm thấy  b&gt; bị sốc khi nhìn thấy một người đàn ông với một vũ khí.,22
情,TÌNH,"cảm giác,cảm thấy",Tôi cảm giác màu xanh,22
覚,GIÁC,"nhớ,hồi tưởng",Chúng tôi nhớ lại những gì chúng tôi đã nhìn(見) thấy ở trường,23
忘,VONG,quên,Tôi quên xây dựng bức tường ở bên phải,23
決,QUYẾT,quyết định,Chúng tôi đã quyết định tiết kiệm nước,23
定,ĐỊNH,"chọn,quyết định,",Hãy chọn ngày để chuyển nhà,23
比,TỈ,so sánh,Chúng đều là chữ kantakana　ヒ　?Hãy so sánh chúng.,23
受,THỤ,nhận,Con người nhận các thứ từ tay đến tay,23
授,THỤ,hướng dẫn,Được  hướng dẫn  b&gt; giống như  nhận (受) điều từ một người nào đó.,23
練,LUYỆN,luyện tập,Theo hướng đông () tôi luyện tập xoay sợi dây,23
徒,ĐỒ,theo dõi,Người theo dõi chạy (走) trên đường.,23
復,PHỤC,lặp lại,Mọi người đi lặp lại trên những con đường tương tự mỗi ngày(日).,23
表,BIỂU,thể hiện,Cô  thể hiện  b&gt; niềm vui của cô bởi vì cái cây phát triển tốt.,23
卒,TỐT,tốt nghiệp,Mười(十) người (人) đã tốt nghiệp,23
違,VI,khác,Các đường phố thì phức tạp.Tôi nghĩ rằng tôi đang trên một con đường khác,23
役,DỊCH,nhiệm vụ, Nhiệm vụ b&gt; của tôi  là để mang một hòn đá.,23
皆,GIAI,mọi người,So sánh(比) mọi người ở trên tòa nhà trắng(白).Mọi người trông tương tự nhau.,23
彼,BỈ,anh ấy,"Tôi đã cố gắng để nắm tay anh ta, nhưng  anh ấy đi đi.",23
全,TOÀN,tất cả,Vua (王) quy định  tất cả  b&gt; trên các ngọn núi.,24
部,BỘ,"chỗ,vùng",Một người đang đứng(立) ở chỗ nơi mà xe bus dừng,24
必,TẤT,chắc chắn,Tôi  chắc chắn  b&gt; sẽ giành chiến thắng trái tim của bạn (心).,24
要,"YÊU, YẾU",cần thiết,Người phụ nữ(女) giữ những thứ cần thiết trong cặp của cô ấy,24
荷,HÀ,đồ đạc,Tôi có thể thấy bó cỏ  gắn ngoài hành lý  b&gt;.Cái gì (何) trong đó?,24
由,DO,bởi vì,"Không mở hộp này,  vì  b&gt; có một cái gì đó đáng sợ có thể bật ra.",24
届,GIỚI,"giao,chuyển",Một gói hàng được giao đến nhà tôi.,24
利,LỢI,"thuận lợi, bổ ích",Chúng tôi cắt tai của bông lúa để làm lợi,24
払,PHẤT,trả,Tôi sẽ trả tiền.,24
濯,TRẠC,giặt,Ngày(日) nào bạn giặt quần áo của bạn?,24
寝,TẨM,ngủ,Hai người thi đang ngủ,24
踊,DŨNG,nhảy,Di chuyển chân của bạn (足) và  nhảy  trên hàng rào.,24
活,HOẠT,"cơ động,nhanh nhẹn,linh hoạt",Tôi uống rất nhiều nước và trở nên  nhanh nhẹn b&gt; hơn,24
末,MẠT,"kết thúc,cuối",Cái cây (木) thì đang ở thời kì cuối của sự sống,24
宅,TRẠCH,nhà,Tôi thích sống trong ngôi nhà của tôi,24
祭,TẾ,lễ hội,"Vào ngày  lễ hội , thịt được cung cấp trên một bàn thờ.",24
平,BÌNH,bằng phẳng,Cái cưa bây giờ thì bằng phẳng,25
和,HÒA,"hòa bình, Nhật Bản",Bữa ăn của người Nhật đến từ gạo,25
戦,CHIẾN,chiến tranh,Những loại thuốc độc khác nhau được sử dụng trong chiến tranh,25
争,TRANH,"chống lại,xung đột",Người có vũ khí đã sẵn sàng cho một cuộc  xung đột ,25
政,CHÍNH,chính phủ, Chính phủ  b&gt; nên làm những điều đúng (正).,25
治,TRỊ,"quản lý,cai trị",Tôi quản lý khu vực ven biển,25
経,KINH,đi qua,Cày trên ruộng và quay sợi dây thì thời gian sẽ đi qua,25
済,TẾ,hoàn thành,Tôi đã hoàn thành viết các câu(文) trên tấm bảng,25
法,PHÁP,luật,"Năm ngoái(去年) ,luật về nước đã được thực thi",25
律,LUẬT,quy định,Tôi đã viết(書) ra các quy định giao thông,25
際,TẾ,"dịp,đợt",Lễ hội (祭) là dịp đặc biệt cho mọi người,25
関,QUAN,quan hệ,Tôi đã mang quà đến cái cổng(門) để có mối  quan hệ tốt ,25
係,HỆ,kết nối,Mọi người đang  kết nối  với nhau như chủ đề (糸).,25
義,NGHĨA,"ngay thẳng, chính đáng",Chiến đấu với bầy cừu là chính đáng,25
議,NGHỊ,thảo luận,Họ đang  thảo luận  nếu nó là đúng (良) hay không.,25
党,ĐẢNG,đảng chính trị,Anh trai tôi(兄) đã tham gia một đảng chính trị,25
遊,DU,chơi,Đứa trẻ (子) với cái cờ đi ra ngoài để chơi,26
泳,VỊNH,bơi,Tôi bơi trong nước,26
疲,BÌ,kiệt sức,Anh ấy (彼) đã kiệt sức và đã đi đến bệnh viện,26
暖,NOÃN,ấm,"Khi bạn đưa tay năm lấy tay của những người bạn(友),you feel ấm áp hơn",26
涼,LƯƠNG,mát mẻ,Mưa làm  mát mẻ cả thủ đô(京),26
静,TĨNH,yên lặng,"Sau khi chiến đấu(争),bầu trời trở nên xanh(青) và địa điểm trở nên yên lặng",26
公,CÔNG,cộng đồng,Phục vụ cộng đồng là một công việc khó,26
園,VIÊN,công viên,Tôi đi đến công viên để nhày vào thứ bảy(土).,26
込,VÀO,đông đúc,Mọi người đang đi vào trong(入) .Bên trong trở nên đông đúc hơn.,26
連,LIÊN,liên kết,Họ đã lái xe (車) của họ trên con đường dẫn(liên kết) tới đích,26
窓,SONG,cửa sổ,Hãy mở cửa sổ trái tim(心) bạn,26
側,TRẮC,bên cạnh,Tôi đưa tiền và một con dao ở bên cạnh tôi,26
葉,DIỆP,lá,Thể giới(世) được bao phủ bởi cỏ và lá cây(木),26
景,CẢNH,khoảng nhìn,"Vào một ngày nắng(日),bạn có thể kiếm một chỗ tốt ở thành phố(京).",26
記,KÍ,viết ra,Tôi đã viết ra những gì bạn nói.,26
形,HÌNH,định hình,Tôi đang định hình một vài thứ,26
吉,CÁT,chúc may mắn,"Một người kiếm sĩ(士) hét lên ""Chúc may mắn""",27
結,KẾT,"gắn,nối",Tôi đã gắn các sợi dây (糸) và làm một cái bùa may mắn(吉),27
婚,HÔN,kết hôn,Người phụ nữ(女) đã thay đổi họ tên(氏) của cô ấy sau  đám cưới,27
共,CỘNG,"đồng nhất,kết hợp",Hãy cùng kết hợp lại.,27
供,CUNG,cung cấp,Chúng tôi tụ tập (共) cung cấp cho bạn sự giúp đỡ.,27
両,LƯỠNG,cả,Một người bán rong mang hàng trên cả hai vai của anh ấy.,27
若,NHƯỢC,"trẻ,non",Tôi ngắt những lá non với tay phải(左) của tôi.,27
老,LÃO,già,"Một ông già có một cái gậy,và một bà già thì đang ngồi xuống.",27
息,TỨC,thở,"Để giữ cho nhịp đập trái tim(心) của chính(自) bạn,bạn phải thở",27
娘,NƯƠNG,con gái,Con gái của tôi là  một cô gái(女) tốt(良) ,27
奥,ÁO,phía sau,Tôi để gạo(米) trong một cái hộp lớn(大) và đặt nó ở phía sau,27
将,TƯỚNG,người chỉ huy,Người chỉ huy đang suy nghĩ về tương lai.,27
祖,TỔ,tổ tiên,Mọi người thăm mộ  tổ tiên của họ và một số thứ khác.,27
育,DỤC,"lớn lên,nảy mầm","Tôi  lớn lên,ngắm nhìn mặt trăng(月).",27
性,TÍNH,"giới tính,tình dục",Bạn có thể nói về giới tính của một ai đó khi họ được sinh ra.,27
招,CHIÊU,mời,Tôi sẽ mời bạn một bữa ăn.,27
取,THỦ,"bắt,cầm",Đừng có cầm tai của tôi.,28
最,TỐI,"hết sức, vô cùng",Để bắt （取）được mặt trời （日）là một điều vô cùng khó khăn,28
初,SƠ,đầu tiên,"Khi bạn làm kimono,bạn phải cắt quần áo với  một cái dao (刀) đầu tiên",28
番,PHIÊN,"đợt,lượt",Họ lần lượt thu hoạch lúa(米) ở trên đồng(田).,28
歳,TUẾ,tuổi,Hãy dừng(止) hỏi về tuổi của tôi.,28
枚,MAI,"tờ,mảnh",Tôi làm những tờ giấy này từ cây(木).,28
冊,SÁCH,đếm sách vở,Bạn buộc nhiều trang giấy lại để tạo thành cuốn sách,28
億,ỨC,trăm triệu,Một trăm triệu người có những suy nghĩ(意) khác nhau.,28
点,ĐIỂM,"hạt,chấm",Bốn cái chấm đã được đóng dấu.,28
階,GIAI,tầng,Mọi người(皆) đang ở tầng  trên của cái xe bus hai tầng.,28
段,ĐOẠN,"cầu thang,bậc thang",Chúng tôi đang làm bậc thang bằng đá,28
号,HIỆU,số,Hô to số của bạn,28
倍,BỘI,hai lần,Người đàn ông cao cao hơn hai lần so với người đàn ông lùn.,28
次,THỨ,"tiếp,kế tiếp","Một người kêu to với cái mồm mở rộng,""tiếp tục""",28
々,"",sự lặp lại,Kí tự này chỉ là sự lặp lại.,28
他,THA,khác,Tôi muốn có một con thú khác không phải là một con bọ cạp.,28
勝,THẮNG,chiến thắng,"Tôi đã chiến thắng vào thứ hai(月),chứ không phải thứ ba(火).",29
負,PHỤ,"thất bại,thua",Người thua thì trả tiền.,29
賛,TÁN,đánh giá,Chúng tôi đánh giá cao người chồng người đã mang lại động vât có vỏ(貝) lớn.,29
成,THÀNH,thực hiện,Tôi đã thực hiện nhiệm vụ với vũ khí.,29
絶,TUYỆT,"gián đoạn,ngưng trệ",Màu sắc (色) của sợi dây(糸) bị đứt đoạn,29
対,ĐỐI,"phản đối,chống lại",Tôi phản đối bạn.,29
続,TỤC,tiếp tục,Tôi tiếp tục bán(売) những sợi dây(糸) này.,29
辞,TỪ,từ,Thật vất vả(辛) để tìm 1000(千) từ trong từ điển.,29
投,ĐẦU,"ném,quăng",Tôi ném hòn đá với tay của tôi.,29
選,TUYỂN,chọn lựa,Hãy lựa  chọn  b&gt; nhà lãnh đạo chúng ta với nhau (共).,29
約,ƯỚC,xấp xỉ,Hãy lấy xấp xỉ số lượng sợi dây(糸).,29
束,THÚC,"bó,gói",Anh ấy đã đưa cho tôi một bó hoa.,29
守,THỦ,bảo vệ,Cái khoá này sẽ bảo vệ ngôi nhà của bạn.,29
過,"QUA, QUÁ",vượt qua,Xin hãy vượt qua toà nhà to ở trên đường đó.,29
夢,MỘNG,"giấc mơ,ước mơ","Vào buổi tối(タ),tôi đã có một giấc mơ về cánh đồng.",29
的,ĐÍCH,"đích,mục đích",Nó là cái đích màu trắng (白) ,29
飛,PHI,bay,Những con chim bay với đôi cánh giang rộng.,30
機,CƠ,máy móc,Chúng tôi sử dụng máy bằng gỗ (木)để dệt vải từ các sợi dây(糸).,30
失,THẤT,mất,Chồng tôi bị  (衆) mất việc và anh ấy đang khóc,30
鉄,THIẾT,"sắt,thép",Sắt bị mất(失) giá trị của nó nếu so sánh với vàng(金).,30
速,TỐC,"nhanh,sớm",Tôi đã chuyển(束) bó hoa một cách nhanh chóng,30
遅,TRÌ,muộn,Một trong những con cừu(羊) đã nghỉ lại và trở về muộn,30
駐,TRÚ,"ở,sống",Ông chủ(主) và con ngựa(馬) của ông ấy sống ở đây.,30
泊,BẠC,sống,Chúng tôi đã ở cái khách sạn màu trắng(白) trên bờ biển.,30
船,THUYỀN,"tàu,thuyền",Anh ấy nói rằng con thuyền đó có thể chứa được tám(八) người,30
座,TỌA,ngồi,Hai người(人) ngồi trên đất(土).,30
席,TỊCH,"ghế,chỗ ngồi",Có 21 chỗ ngồi trong cái quán này,30
島,ĐẢO,đảo,Một con chim (鳥) đậu trên một ngọn núi(山) trên một hòn  đảo.,30
陸,LỤC,vùng đất,"Trên vùng đất  này,bạn chỉ có thể nhìnthấy một trạm xe bus",30
港,CẢNG,"cổng,bến tàu",Hãy gặp nhau(共) ở bến tàu,30
橋,KIỀU,cầu,Có một cái cầu gỗ(木)  và một toà nhà,30
交,GIAO,vượt qua,Bố tôi (父) thì đang  băng qua ngã tư.,30
申,THÂN,nói,"Thunder đã nói với tôi rằng tên anh ấy là  ""Thunder""",31
神,THẦN,"chúa,đấng tối cao",Chúng tôi cống hiến sự hi sinh với tiếng sấm gọi từ chúa,31
様,DẠNG,tình hình,"Một cái cây(木),con cừu(羊) và nước(水) tạo nên một tình hình về đồng cỏ gia súc",31
信,TÍN,tin tưởng,Tôi tin những gì bạn nói(言).,31
調,"ĐIỀU, ĐIỆU",điều tra,Họ nói(言) họ sẽ điều tra xung quanh(周).,31
査,TRA,kiểm tra,Chúng tôi đã kiểm tra ngôi mộ ở dưới cái cây(木).,31
相,"TƯƠNG, TƯỚNG",đối mặt,Đặt đôi mắt của bạn (目) trên cây (木). Cái  cây và bạn đang đối mặt b&gt; với nhau,31
談,ĐÀM,nói chuyện,Hãy làm một cuộc nói chuyện gần đống lửa(火).,31
案,ÁN,kế hoạch,Tôi dự trù đưa ra kế hoạch với những cái cây(木).,31
内,NỘI,ở trong,Một người(人) đang ở trong một cái hộp lớn,31
君,QUÂN,"tướng,vua,chúa tể",Tướng b&gt; của tôi  cung cấp  các đơn đặt hàng với dùi cui và miệng (口).,31
達,ĐẠT,"đến,tới,đi đến",Những con chiên (羊) mang theo đất (土) cuối cùng  đến b&gt; đích của nó.,31
星,TINH,ngôi sao,Bạn có nghĩ những ngôi sao được sinh ra  (生) từ mặt trời(日).,31
雪,TUYẾT,tuyết,"""Mưa(雨)?"".""Không,sờ đi.Nó là tuyết""",31
降,"GIÁNG, HÀNG",xuống,Chúng tôi xuống ở bến xe bus.,31
直,TRỰC,"chỉnh sửa,trực tiếp","""Nhìn kìa! Nó bị vỡ rồi.""""Hãy sửa nó đi"".",31
危,NGUY,nguy hiểm,Nhìn hòn đá ở trên cái dốc dứng kìa.Người đó thì đang  nguy hiểm,32
険,HIỂM,"bước,giai đoạn,dốc",Một người (人) đang tìm kiếm ở một  dốc  b&gt; núi.,32
拾,THẬP,tìm lại,Tôi đã tìm lại được hoá đơn  10.000 yên từ thùng rác,32
捨,XẢ,"ném đi,bỏ",Tôi bỏ rác vào thùng vào các ngày thứ bảy(土).,32
戻,LỆ,trở lại,Anh ấy đã trở nên to lớn(大) và đã trở lại .Bây giờ anh ấy đang ở cửa(戸).,32
吸,HẤP,hít vào,Tôi hít vào khói thuốc,32
放,PHÓNG,"phóng thích,miễn trừ",Chúng tôi được phóng thích bên dưới lá cờ.,32
変,BIẾN,"thay đổi,kì quái",Anh ấy đang mặc bộ quần áo kì quái ,32
歯,XỈ,răng,"Dừng(止) nói,và nhai cơm(米) kĩ với răng của bạn đi.",32
髪,PHÁT,tóc,Bạn(友) tôi có tóc dài(長) ,32
絵,HỘI,tranh,Họ gặp (会) nhau và làm một bức tranh thêu,32
横,HOÀNH,bên cạnh,Bọn trẻ đang chơi bên trong một cái hộp bên cạnh một cái cây(木),32
当,"ĐƯƠNG, ĐÁNG","đâm,đập",Một mũi tên  đâm vào đích,32
伝,"TRUYỀN, TRUYỆN",truyền tải,Hai(二) người truyền tải một thông điệp,32
細,TẾ,mỏng,Những cây lúa trên cánh đồng(田) thì mỏng như sợi dây(糸).,32
無,VÔ,không,Ngôi nhà bị cháy và không có thứ gì qua khỏi,32
